min,mean,max
57,81.2,107
59,81.7,107
61,82.0,107
64,82.5,107
64,83.0,108
64,83.0,108
64,83.2,108
64,83.7,109
64,84.0,109
64,84.1,109
64,84.2,109
64,84.5,109
64,84.7,109
64,84.7,109
64,84.8,109
64,84.9,109
64,85.0,110
64,85.1,110
64,85.0,109
64,84.6,108
63,84.7,109
63,85.1,111
62,85.1,112
62,85.5,113
62,85.7,114
62,85.7,114
62,85.7,113
62,85.8,113
62,86.0,113
63,86.4,113
63,86.7,113
63,86.9,113
63,86.9,113
63,87.2,113
63,87.4,113
63,87.6,113
63,87.8,114
63,87.9,114
63,88.3,114
63,88.6,115
63,88.9,114
63,89.6,114
65,90.0,114
66,90.3,114
66,89.9,113
66,89.9,113
66,90.2,114
66,90.2,113
66,90.3,112
66,89.9,112
65,89.7,113
65,90.1,113
65,90.5,113
65,91.1,113
65,91.1,113
65,91.4,114
65,91.1,114
65,91.5,114
65,91.9,114
65,92.0,114
69,93.6,114
70,94.4,114
70,95.7,114
74,97.3,117
76,99.0,120
76,101.0,127
76,108.3,162
78,117.1,233
78,130.0,326
80,143.0,394
82,147.4,389
82,155.0,360
82,159.3,424
82,166.3,339
82,171.8,355
82,173.5,391
82,216.1,461
82,227.1,508
82,239.2,542
82,243.1,537
87,245.3,524
101,259.3,548
106,259.9,470
107,256.0,480
95,251.5,463
88,257.7,459
88,274.1,424
92,294.7,441
90,292.2,429
84,279.0,424
81,258.7,416
82,232.4,391
86,229.6,379
81,228.7,420
80,218.1,357
79,211.5,338
77,195.5,330
75,178.2,308
72,165.5,286
70,147.2,251
69,147.7,311
67,145.0,328
66,142.6,362
64,139.7,364
64,134.0,330
63,129.2,322
62,119.6,275
61,110.7,234
59,103.4,203
58,97.8,174
57,93.4,158
56,90.1,153
56,87.1,149
55,85.6,144
57,84.3,140
55,83.1,133
55,82.7,129
54,80.6,119
54,78.1,109
54,75.9,104
54,74.1,97
54,72.0,91
55,69.9,85
55,68.8,84
53,68.2,83
53,69.3,82
54,69.6,87
54,69.8,95
56,70.9,96
56,71.4,98
56,71.3,98
55,71.0,97
56,70.9,96
56,70.1,96
56,69.9,96
55,69.2,95
55,68.8,90
55,68.1,81
55,68.3,84
55,68.0,88
56,68.2,97
56,70.6,122
56,71.1,124
55,70.4,115
55,70.0,107
55,69.7,99
55,69.0,93
55,68.3,90
55,67.4,88
54,66.9,86
54,66.5,85
54,66.9,83
54,68.1,91
53,67.1,87
52,66.7,84
52,67.4,85
56,67.9,85
57,68.1,83
58,68.5,81
57,68.5,78
56,67.5,75
56,67.5,74
56,71.6,110
56,76.7,139
56,78.4,122
56,76.5,115
55,74.9,109
56,72.6,97
56,71.0,95
56,69.8,89
58,69.2,88
58,68.9,91
58,69.3,90
58,69.0,85
57,68.7,84
57,68.2,82
56,67.8,78
55,69.2,94
56,69.6,96
55,69.8,92
54,69.1,88
55,68.0,81
55,67.6,78
55,67.4,76
54,67.1,73
54,67.0,72
54,66.8,72
54,66.5,72
53,66.2,72
54,66.7,76
54,67.1,77
53,68.1,87
53,68.3,88
53,68.2,87
53,68.0,86
53,67.6,84
53,67.6,85
52,66.8,84
52,66.5,81
53,66.1,78
53,65.9,77
53,65.3,74
53,65.6,74
52,64.7,74
52,64.3,72
52,64.1,71
53,64.1,70
53,64.0,70
53,63.8,70
53,63.7,68
52,63.8,68
52,64.2,69
52,64.4,72
52,64.7,75
51,64.9,80
51,65.0,80
51,64.1,76
51,63.9,74
51,63.6,74
51,63.3,72
51,62.9,71
51,62.7,70
53,62.9,70
53,62.5,70
52,62.2,70
52,62.3,70
52,62.3,70
51,62.1,70
51,62.3,71
51,62.2,72
51,61.9,73
51,62.0,74
50,61.5,75
49,61.2,76
49,61.4,76
49,61.1,76
49,61.2,75
49,60.9,73
49,60.8,73
48,60.7,72
48,60.6,72
48,60.4,71
48,60.9,70
47,60.9,70
47,61.0,70
47,60.9,71
47,61.3,72
47,62.6,74
53,63.6,74
52,63.0,72
56,63.9,72
56,63.8,72
55,64.4,72
52,65.2,76
51,66.2,84
51,65.7,79
52,65.3,75
52,65.3,74
53,65.8,76
53,66.1,75
53,66.1,76
53,66.9,77
53,67.5,77
54,67.7,75
54,67.8,74
55,68.3,76
55,68.8,80
56,69.1,83
56,68.8,81
56,68.7,79
56,68.3,78
55,68.7,78
57,68.8,78
58,68.9,78
58,68.5,78
56,68.2,79
56,68.2,79
55,68.4,80
57,67.8,80
54,67.4,79
58,68.4,79
59,69.1,79
59,68.5,78
59,68.6,78
59,68.7,78
60,68.7,78
58,69.0,78
56,69.2,78
56,69.5,78
57,69.7,78
55,69.5,78
55,69.6,78
55,70.0,79
55,70.1,79
55,70.4,79
55,70.8,79
56,71.1,80
57,71.4,81
57,71.6,81
58,72.0,81
59,72.2,81
60,72.7,82
60,72.6,82
60,72.7,82
60,72.7,82
59,72.8,82
59,73.0,82
60,73.4,82
60,73.7,82
60,74.3,83
60,74.5,83
60,75.0,84
60,75.5,85
60,75.9,86
60,76.5,88
60,77.0,90
60,77.0,90
60,77.5,91
60,77.8,91
60,78.2,91
60,78.2,91
60,78.2,91
60,78.4,91
60,78.3,91
73,80.0,88
66,92.8,114
66,92.9,114
66,93.0,114
66,93.5,115
67,93.7,115
67,93.9,115
67,94.4,115
67,94.8,116
67,95.0,116
67,95.0,116
68,95.8,116
68,95.9,116
68,96.1,116
68,96.5,116
69,97.2,116
69,97.5,116
69,98.3,117
70,99.2,117
70,99.4,117
70,99.7,117
70,100.3,117
71,100.8,118
71,100.9,118
71,101.1,118
71,101.2,118
71,101.1,118
71,100.9,118
71,101.2,119
71,101.2,119
71,101.3,119
71,101.3,119
71,101.0,119
71,101.0,119
71,101.1,119
71,101.4,119
71,101.4,119
71,101.9,119
71,102.1,119
72,102.6,119
72,102.6,119
72,102.6,119
72,102.9,120
72,103.2,120
72,103.8,120
72,104.4,121
73,105.0,123
73,105.6,125
74,106.1,126
75,106.2,126
77,106.4,126
79,106.6,126
80,106.8,126
82,107.0,126
82,107.4,127
84,107.7,127
85,107.9,127
86,108.1,127
86,108.2,127
86,108.2,127
86,108.9,127
86,108.9,127
86,109.4,127
87,109.7,127
87,110.0,127
87,110.6,128
87,111.1,128
87,111.5,128
87,111.8,128
87,112.0,128
87,112.1,129
87,112.3,129
87,112.4,130
87,112.5,130
88,112.9,130
88,112.9,131
88,113.2,132
87,113.3,132
88,113.7,133
88,114.1,133
88,114.3,134
87,114.2,134
87,114.3,135
86,114.2,135
86,114.4,136
85,114.4,136
85,114.5,137
85,114.4,136
85,114.4,134
86,114.3,133
86,114.3,133
86,114.5,133
86,114.7,133
86,115.0,133
87,115.3,133
87,115.4,133
88,116.2,133
89,116.9,133
89,117.6,133
90,118.0,133
91,118.3,134
92,118.7,134
94,119.2,134
97,119.6,134
99,123.6,150
101,131.7,227
101,132.5,232
101,133.4,237
101,133.6,232
101,134.1,233
101,137.3,255
101,157.1,429
102,172.2,534
102,171.8,478
103,180.2,481
109,190.9,472
120,228.2,642
121,228.8,506
121,256.8,582
121,289.8,692
122,308.3,622
123,331.2,761
123,347.7,768
123,348.5,633
123,348.8,727
125,330.8,694
131,324.7,698
154,323.8,688
143,347.9,672
146,380.5,652
158,411.2,645
155,415.3,654
152,386.0,597
147,365.4,605
145,345.0,594
139,324.0,537
132,309.8,539
126,291.8,529
120,283.1,471
116,272.7,507
111,257.4,496
109,244.7,463
109,238.4,421
103,237.8,503
92,235.5,552
86,227.0,542
85,216.8,520
85,210.4,485
85,205.0,440
83,197.0,386
81,178.6,307
79,167.2,240
79,161.0,240
78,153.2,236
76,145.8,232
77,140.0,216
86,136.9,197
90,134.5,187
93,130.6,178
97,129.8,174
94,127.3,170
85,122.9,161
83,119.0,150
83,114.5,150
83,109.7,150
83,107.9,151
83,107.0,152
80,106.0,153
80,105.6,154
80,106.1,154
80,105.6,154
80,105.1,155
82,104.7,153
83,103.5,150
82,101.7,145
80,99.3,144
80,97.4,142
80,96.5,142
79,96.1,143
78,95.8,143
78,95.7,144
77,95.6,144
72,95.7,147
72,98.2,161
72,99.6,177
72,98.6,169
72,97.5,163
71,96.7,156
70,96.2,150
70,95.8,143
70,95.0,135
70,94.6,134
69,94.1,133
69,93.3,132
68,92.4,131
65,90.8,129
63,88.9,123
61,88.2,123
59,88.1,123
57,87.5,122
54,86.8,116
50,85.3,106
50,83.7,100
50,86.1,126
49,90.4,158
49,94.7,174
49,96.7,178
49,94.6,167
49,92.3,152
48,89.7,139
48,86.2,121
48,85.9,117
48,85.0,109
48,83.8,108
48,83.4,107
48,83.3,108
48,82.9,108
48,82.8,109
48,82.1,110
48,81.6,109
48,81.0,108
48,81.1,108
49,81.0,107
49,80.3,106
49,80.3,105
49,80.5,105
49,80.6,103
49,81.4,107
50,82.7,113
50,82.6,115
50,82.6,116
50,82.7,118
51,87.4,159
51,87.2,159
63,88.4,161
63,88.4,161
62,88.2,161
62,87.8,159
62,87.5,157
62,87.6,156
62,87.6,156
63,87.4,155
63,87.2,156
63,87.0,156
63,87.1,156
63,87.1,156
63,86.8,156
63,86.7,156
64,86.7,156
64,87.1,156
64,87.2,156
66,87.6,156
66,87.9,156
66,87.9,156
68,87.7,156
69,87.8,156
69,88.0,156
67,88.0,156
68,88.5,156
69,88.6,156
69,88.7,156
70,89.1,156
70,89.4,156
71,89.3,156
71,89.3,157
72,89.1,157
71,88.5,157
70,88.4,158
69,88.3,159
67,87.9,159
67,87.9,160
67,88.1,161
66,88.0,161
66,88.2,161
65,88.3,161
65,88.1,161
65,87.9,161
65,87.8,160
66,87.6,159
66,87.3,157
67,87.4,157
67,86.9,153
68,86.8,151
68,86.1,145
68,85.5,141
67,84.8,141
65,84.1,139
62,83.3,138
60,82.4,136
59,81.5,134
57,80.7,128
56,80.0,121
56,79.9,117
56,79.6,112
56,79.5,110
55,79.3,106
55,79.3,104
55,79.3,102
55,79.2,100
55,78.8,97
56,79.0,98
56,79.8,101
56,80.4,105
56,81.0,108
56,80.6,106
56,80.3,106
56,79.8,106
57,79.7,105
57,79.9,103
58,80.4,103
58,80.8,103
59,81.4,103
59,81.9,104
59,82.5,104
60,83.1,105
62,83.5,105
62,83.8,105
63,84.2,104
64,84.8,103
66,85.5,103
66,86.1,103
67,86.2,103
67,86.4,103
67,86.8,103
67,86.9,104
67,86.9,104
68,87.0,104
68,86.9,104
67,86.8,104
66,86.9,104
66,87.0,104
65,87.1,104
64,87.2,104
64,87.1,104
64,87.1,104
65,87.0,104
65,87.1,104
64,87.2,104
64,87.4,104
64,87.3,104
64,87.2,104
64,87.6,104
63,87.6,104
63,87.6,104
62,87.5,104
62,87.7,105
62,87.8,105
63,87.8,105
63,88.0,106
63,88.0,107
63,88.1,108
63,88.3,109
64,88.2,111
64,88.4,112
64,88.7,114
63,89.3,114
63,89.8,115
64,90.2,115
64,90.3,115
64,90.5,114
65,90.7,114
65,90.5,113
65,90.5,113
65,90.7,114
66,90.8,114
66,90.8,114
98,103.66666666666667,114
167,184.0,198
168,184.5,199
169,184.8,199
170,185.1,200
171,185.4,201
172,185.6,201
173,186.1,202
174,186.4,203
174,186.9,204
174,187.2,204
175,187.6,204
175,188.0,205
175,188.2,205
175,188.6,205
175,189.0,206
176,189.3,206
176,189.5,206
176,189.7,206
177,190.0,207
177,190.4,207
177,190.8,207
177,190.9,207
178,191.4,208
178,191.8,208
178,191.9,208
178,192.3,208
178,192.6,208
178,192.7,208
178,193.2,209
179,193.7,209
179,193.8,209
179,193.9,208
179,193.9,208
179,193.6,207
179,193.3,206
179,193.1,206
179,193.4,206
179,193.3,206
179,193.1,205
179,193.0,205
179,192.8,205
179,193.0,205
179,192.9,204
179,192.9,204
179,192.9,204
179,192.8,203
178,192.8,203
178,192.8,203
178,192.7,202
178,192.8,202
178,192.8,202
178,192.9,202
178,193.0,201
178,193.1,201
178,193.2,201
178,193.3,201
179,193.6,201
179,193.6,201
179,193.8,201
179,193.9,201
179,194.2,202
180,194.3,203
180,194.5,203
181,194.8,203
182,195.1,203
182,195.1,203
183,195.1,203
184,195.4,203
184,195.8,203
185,196.0,203
186,196.1,203
186,196.4,204
187,196.6,204
188,196.8,204
188,196.7,204
189,196.9,204
190,197.1,204
190,197.5,205
191,197.8,205
192,198.4,205
192,198.7,205
192,198.9,205
192,199.4,205
193,199.9,205
193,200.2,205
193,200.4,206
193,201.0,208
194,201.4,208
194,201.5,208
194,201.9,210
194,202.2,212
194,202.4,212
195,202.7,212
197,203.4,212
199,204.0,212
201,204.7,213
201,205.3,214
201,205.5,214
202,206.0,214
202,206.5,214
202,206.8,214
201,206.8,214
200,207.8,217
199,209.2,227
198,210.4,235
198,211.6,245
198,212.8,252
198,213.8,260
198,216.8,288
199,221.9,334
199,225.7,364
200,231.2,404
201,240.0,470
202,255.5,583
204,279.1,713
205,296.4,676
209,316.0,631
209,351.9,658
209,387.4,798
212,410.9,847
213,424.1,817
213,444.8,803
213,479.4,805
215,522.8,990
217,559.2,1052
219,572.7,1072
222,569.0,1006
292,567.2,932
358,577.7,943
375,595.5,960
378,626.4,971
381,635.1,971
373,642.7,965
351,649.7,949
336,641.4,924
321,639.1,964
308,631.4,951
303,609.8,857
304,582.0,833
288,563.6,817
277,542.2,800
268,517.0,768
269,492.4,721
265,471.8,734
256,456.7,749
250,441.2,756
244,426.7,737
241,415.2,701
236,407.5,695
231,399.0,682
225,386.2,651
217,369.0,598
210,351.9,529
204,336.3,489
199,322.7,465
195,309.9,431
195,300.2,410
200,291.4,388
197,283.7,367
194,276.5,350
191,268.7,329
188,261.4,313
186,253.6,300
184,246.3,290
181,239.9,279
178,234.2,271
176,229.9,280
178,225.8,284
184,222.9,291
189,221.2,297
187,220.8,297
186,220.7,289
184,219.9,275
180,218.5,263
177,218.3,272
177,218.3,282
177,218.6,292
180,219.5,300
179,220.6,298
176,220.7,290
174,219.0,285
172,218.3,288
169,217.6,291
168,217.8,291
168,218.2,286
168,217.9,286
168,217.4,286
170,215.3,283
173,212.0,269
174,208.4,255
171,205.4,242
169,202.9,237
167,198.8,232
165,195.2,229
163,192.7,227
161,191.2,225
161,190.2,223
160,189.4,221
160,189.8,220
159,189.8,221
159,189.3,222
158,188.5,223
157,187.5,222
156,186.5,223
155,187.8,225
155,190.3,240
154,190.0,242
153,189.8,237
153,192.0,243
152,194.7,253
151,194.3,267
150,192.9,280
150,192.7,303
150,192.2,326
149,190.8,327
149,188.4,311
149,186.5,292
148,183.0,271
148,180.6,262
148,178.9,253
148,178.5,244
148,178.6,237
148,179.6,232
147,180.8,234
147,180.1,228
148,178.2,222
147,176.6,218
147,175.2,216
146,173.2,215
145,172.0,214
145,171.2,214
145,171.0,213
144,170.8,212
144,171.2,211
144,171.3,210
145,172.5,212
145,173.9,214
144,175.6,224
145,176.9,236
145,177.8,244
145,177.6,245
145,176.8,240
145,176.3,237
145,175.4,233
145,174.4,230
145,173.9,227
146,173.4,225
146,172.5,223
147,172.3,223
148,172.1,222
149,171.9,222
149,171.4,223
150,171.5,225
149,171.3,227
149,172.1,229
149,172.9,231
149,173.8,232
148,173.6,232
148,174.3,231
148,175.0,229
147,175.4,227
147,175.5,225
147,175.7,223
147,175.5,221
147,175.2,221
147,175.2,221
147,173.6,212
148,172.3,215
148,172.3,216
148,172.2,216
148,172.4,220
148,172.3,222
148,172.1,224
148,171.5,220
148,171.3,218
148,170.9,214
147,170.3,208
147,169.5,203
147,169.2,201
147,169.0,201
148,169.0,203
147,168.7,204
148,169.1,204
147,168.7,204
147,168.5,205
146,168.4,211
145,169.1,215
148,171.8,215
149,171.5,217
151,170.3,215
152,171.0,214
156,174.8,212
157,175.9,210
157,178.4,214
159,179.0,207
159,178.6,202
155,178.6,216
155,177.2,205
156,178.3,203
157,181.3,214
155,183.4,215
156,186.1,223
157,184.9,219
158,185.3,221
158,185.7,226
159,186.1,227
160,184.2,217
160,183.3,213
159,183.3,212
159,183.0,211
160,183.4,211
161,183.4,211
161,183.6,211
161,183.4,211
161,183.1,211
161,183.0,211
160,182.7,210
160,182.6,209
159,182.2,208
159,181.7,208
160,181.9,208
160,181.8,207
160,181.8,206
159,181.7,206
159,181.9,206
159,181.5,204
158,181.3,200
158,181.1,198
158,180.8,197
158,180.7,197
157,180.6,197
157,180.5,197
157,180.3,196
156,180.0,196
156,179.6,195
156,179.6,195
155,179.2,195
155,179.2,195
155,179.0,194
155,178.6,193
154,178.5,193
154,178.2,192
154,178.4,192
154,178.3,192
155,178.5,191
155,178.5,192
156,178.8,192
156,178.7,191
157,179.0,191
157,179.0,190
158,179.2,190
158,179.4,191
159,179.7,191
159,179.7,191
160,179.8,191
160,179.8,192
161,179.9,192
161,180.0,193
162,180.0,193
162,180.2,194
162,180.5,195
163,180.9,195
163,181.2,197
164,181.2,197
164,181.4,198
174,186.33333333333334,198
85,112.9,156
85,112.9,156
85,112.8,155
85,112.8,155
85,112.6,154
85,112.6,154
85,112.5,154
85,112.2,153
85,112.2,153
85,112.1,152
85,112.1,152
85,112.1,152
85,112.3,152
85,112.2,151
85,112.2,151
85,112.2,151
84,111.9,151
84,111.7,150
84,111.8,150
84,111.8,150
84,111.8,150
84,111.8,150
84,111.7,149
84,111.6,149
84,111.5,149
84,111.5,149
84,111.4,149
84,111.0,148
84,110.9,148
84,110.8,147
84,110.8,147
84,110.8,147
84,110.8,147
84,110.6,146
84,110.6,146
84,110.5,145
84,110.5,145
84,110.2,145
84,110.2,144
84,110.2,144
84,110.1,143
84,110.1,143
84,110.1,143
84,110.1,143
84,110.0,142
84,109.9,142
84,109.9,142
84,109.8,141
84,109.7,141
84,109.6,140
84,109.6,140
84,109.6,140
84,109.6,140
83,109.3,139
83,109.3,139
83,109.3,139
83,109.3,139
83,109.2,139
83,109.1,138
83,109.1,138
83,109.1,138
83,109.1,137
83,109.2,137
83,109.3,137
83,109.4,137
83,109.4,136
83,109.2,136
83,109.4,136
83,109.4,135
83,109.4,135
83,109.4,135
83,109.5,135
83,109.5,135
83,109.6,135
83,109.7,135
83,109.7,135
83,109.7,134
83,109.8,135
83,109.8,135
83,109.9,136
83,109.9,136
83,110.0,137
83,110.0,137
83,110.1,138
83,110.1,138
83,110.1,138
83,110.3,139
83,110.3,139
83,110.4,140
83,110.4,140
83,110.4,140
84,110.5,140
84,110.6,141
84,110.7,141
84,111.0,141
84,111.5,143
84,111.8,146
84,112.0,147
84,112.0,147
84,112.2,147
84,112.3,147
84,112.3,147
84,112.4,147
84,112.5,147
84,112.5,147
85,113.1,148
85,113.3,148
85,114.0,149
85,116.7,149
85,120.6,166
85,126.4,218
85,132.1,268
85,140.4,334
85,151.3,428
86,162.7,513
86,186.0,640
86,225.2,798
87,276.8,984
89,302.1,901
98,330.3,853
98,362.2,927
98,396.4,948
99,446.9,1145
99,486.5,1233
100,515.9,1192
102,556.7,1196
112,605.1,1164
121,601.8,1131
142,619.2,1098
225,658.5,1049
273,732.7,1026
323,754.4,1033
382,773.9,1039
440,767.2,1048
485,776.6,1055
460,789.2,1079
435,793.7,1107
389,807.2,1158
325,791.1,1199
311,775.0,1203
310,757.1,1203
312,746.2,1199
317,724.4,1180
314,698.4,1155
312,668.8,1106
309,636.8,1055
300,602.4,1006
290,566.6,920
281,534.3,853
271,512.5,869
260,496.2,867
239,480.8,861
219,443.4,850
206,434.6,834
198,414.7,808
188,392.7,773
179,369.8,728
169,348.8,660
163,330.3,603
159,311.7,536
154,294.4,484
150,278.1,424
146,263.1,379
142,251.2,343
140,243.8,317
138,232.5,295
136,221.9,300
136,218.1,312
136,213.0,325
136,208.3,344
136,204.3,361
137,201.1,371
140,199.1,371
140,196.8,361
140,193.8,349
139,190.5,333
135,189.5,320
131,189.4,312
128,188.4,305
129,187.7,290
132,185.6,267
130,181.6,237
129,177.1,231
128,174.2,232
127,171.6,233
125,170.4,233
126,172.7,271
128,173.8,305
124,172.9,318
119,171.7,320
115,168.6,305
112,165.5,288
105,161.9,267
97,156.5,245
92,151.1,224
90,147.4,210
89,144.7,194
89,141.7,181
89,137.9,166
89,132.6,167
89,130.7,169
89,129.5,169
89,128.6,171
89,127.9,179
89,128.3,192
88,128.4,201
88,129.3,206
87,130.6,209
86,131.1,204
85,131.2,195
84,128.3,188
83,128.7,193
82,130.6,202
81,134.1,216
80,134.1,222
80,134.4,230
79,134.5,240
78,134.2,236
77,134.0,229
77,130.3,217
77,127.2,215
76,125.0,213
77,124.2,218
79,123.8,225
81,125.3,243
81,125.0,255
81,125.0,262
81,127.1,277
81,125.4,272
81,122.4,263
81,118.9,236
81,116.7,219
81,115.1,211
81,113.9,206
81,113.3,203
80,112.9,202
80,112.5,201
80,111.8,202
79,112.4,212
79,113.6,225
79,114.4,232
79,115.0,240
79,115.5,243
79,116.8,242
79,116.4,241
79,116.6,240
79,116.5,241
79,116.0,243
79,115.3,243
80,114.5,244
80,113.7,239
81,112.6,228
81,112.6,220
81,112.6,215
82,112.9,210
83,112.6,204
83,112.3,198
84,112.4,195
85,113.0,190
84,113.6,189
84,114.8,189
83,115.4,190
82,116.0,191
82,116.9,194
82,117.5,200
82,118.3,210
82,119.3,219
83,120.6,231
84,121.1,239
81,120.9,244
82,120.7,245
83,121.1,248
83,120.9,248
83,120.8,247
83,120.7,243
83,120.0,237
82,118.9,229
82,119.1,226
82,118.2,216
82,117.5,209
81,116.8,205
81,116.6,203
81,116.4,203
80,116.0,204
83,116.2,209
83,116.2,215
83,116.8,219
81,120.0,220
92,120.8,224
94,121.3,224
94,121.5,223
95,122.5,222
94,124.7,220
94,125.9,217
94,125.1,214
93,127.4,210
93,125.6,210
92,124.5,217
92,124.4,224
92,126.1,235
92,128.5,242
91,129.2,253
91,130.1,267
91,131.3,281
91,132.3,292
91,133.8,307
91,134.0,310
91,131.7,289
91,132.2,297
91,131.6,293
91,131.0,286
91,130.3,280
91,130.0,278
90,129.4,276
90,129.2,274
90,128.3,271
90,126.9,263
90,125.5,256
90,124.1,245
90,122.6,234
90,122.0,230
90,121.5,228
89,121.0,226
89,120.7,225
89,120.6,224
89,120.5,223
89,120.3,223
89,119.9,222
89,119.7,222
89,119.3,220
88,118.9,218
88,118.6,216
88,118.2,216
88,118.0,215
88,118.3,215
88,118.3,215
88,118.1,214
88,117.6,210
88,116.5,200
87,115.6,192
87,115.0,189
87,114.5,186
87,113.8,180
86,113.2,176
86,112.9,173
86,112.8,172
86,112.6,171
86,112.5,171
86,112.4,170
86,112.3,170
86,111.8,168
86,111.7,167
86,111.0,164
86,110.9,164
86,110.8,163
86,110.9,163
86,110.9,163
86,110.8,162
86,110.6,159
86,110.5,159
86,110.5,158
86,110.4,158
85,110.1,157
85,109.9,157
85,109.8,156
85,124.33333333333333,156
206,241.9,295
206,241.5,294
205,240.6,293
205,240.2,292
205,239.9,292
204,239.2,291
203,238.4,290
202,238.0,289
202,237.8,288
201,237.1,287
200,236.3,286
200,235.8,285
200,235.2,284
200,234.5,283
199,234.3,282
199,234.0,281
199,233.7,280
199,233.4,279
198,233.0,278
198,232.8,277
197,232.2,276
197,231.7,275
196,231.3,274
196,230.8,273
196,230.6,272
195,230.1,271
195,229.7,270
194,229.1,269
194,228.6,268
194,228.1,267
193,227.7,266
193,227.4,265
192,226.9,264
192,226.5,263
192,226.1,262
191,225.6,262
191,225.3,261
190,224.8,260
190,224.5,259
190,223.8,258
190,223.5,257
190,223.0,256
190,222.7,255
189,222.1,254
189,221.7,253
189,221.4,252
189,221.1,251
188,220.6,250
188,220.2,249
188,219.8,248
188,219.6,247
188,219.1,246
187,218.7,245
187,218.6,244
187,218.0,244
187,217.8,244
187,217.4,243
186,217.0,243
186,216.6,243
198,218.1,242
198,218.2,241
198,218.4,241
199,218.2,240
199,217.9,240
199,217.4,239
200,217.4,239
200,216.7,240
201,216.5,239
200,215.9,238
200,215.9,241
200,216.5,240
201,216.8,239
201,215.9,237
201,215.9,240
202,215.5,237
202,214.9,235
201,214.3,234
201,213.9,233
200,213.9,235
199,213.4,232
198,213.1,234
197,212.8,233
197,212.3,232
198,212.0,231
199,212.0,232
200,212.4,231
200,212.2,230
199,211.3,229
198,211.0,228
198,210.7,227
189,209.4,226
189,209.7,227
190,209.7,227
190,209.9,228
190,209.9,230
191,209.7,230
191,209.5,230
193,209.6,230
193,210.0,232
194,210.1,232
195,210.2,230
196,210.2,230
196,210.2,229
197,210.5,229
197,210.4,228
198,210.7,227
198,210.9,227
198,211.2,228
199,212.2,228
199,213.2,228
200,214.5,229
200,215.5,231
200,217.3,233
200,219.4,237
200,221.3,242
201,226.7,280
201,234.9,331
202,255.6,449
202,287.0,532
202,311.9,599
202,344.7,640
204,363.4,659
206,376.6,724
208,382.5,761
209,401.7,922
210,413.4,976
211,441.3,1056
213,504.1,1146
228,536.3,1193
274,570.9,1184
296,580.9,1163
319,589.1,1144
330,620.0,1112
334,681.0,1067
337,738.9,1071
341,750.3,1087
348,760.1,1097
356,772.6,1106
364,778.2,1123
376,782.7,1136
398,789.7,1148
484,787.9,1140
625,806.0,1122
600,814.9,1108
581,814.5,1097
559,814.0,1092
546,812.6,1084
532,805.5,1072
512,791.8,1064
493,782.9,1060
478,776.8,1058
472,767.0,1060
469,746.8,1065
466,733.1,1055
461,717.4,1037
460,704.0,1009
459,683.8,960
459,668.0,935
458,651.8,899
454,633.3,866
450,616.6,849
443,589.3,834
431,562.8,820
417,547.0,808
399,536.6,780
386,530.0,754
378,522.5,725
394,515.7,704
388,504.3,656
377,488.9,617
352,472.5,583
344,461.1,553
341,448.5,533
333,434.8,524
325,423.4,513
317,415.2,504
310,409.6,494
304,411.6,486
296,405.6,479
287,397.2,470
286,390.5,458
286,387.5,452
292,388.9,460
296,386.6,441
292,380.1,436
291,372.5,429
287,365.9,421
282,360.3,413
278,352.5,422
277,344.4,431
280,335.2,420
281,331.1,406
275,328.1,402
273,325.6,405
271,323.9,411
264,325.7,423
259,325.1,431
254,329.1,445
251,325.6,436
247,323.9,442
244,320.5,451
238,315.1,454
236,310.5,460
233,305.6,461
227,301.1,461
226,297.7,463
221,297.3,469
219,292.7,482
218,292.3,501
213,290.6,504
214,289.1,509
214,287.3,511
213,286.0,514
210,284.6,513
208,282.0,504
205,283.5,523
204,284.8,532
202,285.2,545
201,286.0,561
201,284.9,557
201,284.9,531
199,289.5,541
200,293.1,543
202,295.2,550
202,295.2,551
204,294.1,551
212,294.5,553
211,296.1,550
210,297.9,540
209,296.6,508
209,295.7,491
208,291.9,456
208,288.3,431
207,286.4,416
208,286.5,406
207,288.6,405
207,288.9,405
205,289.8,410
206,289.1,418
206,286.9,405
205,284.4,392
204,283.5,388
205,283.1,385
205,281.9,380
207,280.3,378
207,281.0,374
208,285.0,371
209,284.2,368
210,283.8,367
210,282.1,365
212,280.7,364
212,279.1,364
213,277.5,365
213,276.0,367
214,275.3,374
215,275.1,383
216,275.8,394
217,276.5,405
217,276.0,407
217,275.0,405
217,274.2,402
216,273.9,400
214,273.6,393
212,269.8,357
211,268.0,337
209,266.1,327
207,264.3,324
205,262.9,324
203,262.6,327
202,262.1,326
202,261.3,325
201,260.4,323
201,259.9,322
200,259.3,324
199,259.2,327
199,258.0,324
200,258.1,322
201,258.1,320
201,258.0,318
203,258.4,320
202,258.7,328
203,259.6,331
203,260.4,330
203,261.3,329
202,261.5,327
206,262.8,326
211,264.4,326
217,265.8,333
221,267.5,330
222,270.0,334
224,273.3,342
230,273.5,338
233,274.8,338
239,276.1,337
240,277.8,336
238,274.9,335
230,275.3,330
228,275.4,330
228,275.8,330
227,275.1,330
226,274.3,330
225,274.4,329
225,271.6,330
224,271.3,331
224,270.7,330
223,271.3,332
223,269.3,334
222,268.9,340
222,269.4,343
222,269.7,340
222,269.0,341
221,267.1,340
221,268.3,344
221,268.0,340
221,267.4,339
221,267.1,339
220,266.6,334
